Vármegye;Település;Cím;Típus;Akadálymentesség;Választópolgárok száma
BUDAPEST főváros;Budapest 03. kerület;1031 Budapest 03, Arató Emil tér 2. (Óvoda);10 ezer lakos feletti település, nem megyei jogú város;Igen;839
BUDAPEST főváros;Budapest 03. kerület;1031 Budapest 03, Keve utca 41. (Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Nem;874
BUDAPEST főváros;Budapest 03. kerület;1031 Budapest 03, Keve utca 41. (Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Nem;931
BUDAPEST főváros;Budapest 03. kerület;1031 Budapest 03, Keve utca 41. (Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Nem;946
BUDAPEST főváros;Budapest 03. kerület;1031 Budapest 03, Keve utca 41. (Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Nem;1018
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Hunyadi utca 8-10. (Óvoda);10 ezer lakos feletti település, nem megyei jogú város;Igen;1023
BUDAPEST főváros;Budapest 03. kerület;1038 Budapest 03, Fodros utca 38-40. (Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Nem;1071
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Királyok útja 178/E. (Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;1016
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Királyok útja 178/E. (Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;777
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Medgyessy Ferenc utca 2-4. (Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Nem;761
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Medgyessy Ferenc utca 2-4. (Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Nem;915
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Medgyessy Ferenc utca 2-4. (Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Nem;826
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Medgyessy Ferenc utca 2-4. (Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Nem;1000
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Medgyessy Ferenc utca 2-4. (Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Nem;814
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Zipernowsky Károly utca 1-3. (Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Nem;790
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Zipernowsky Károly utca 1-3. (Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Nem;839
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Zipernowsky Károly utca 1-3. (Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Nem;863
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Zipernowsky Károly utca 1-3. (Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Nem;785
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Zipernowsky Károly utca 4. (Szakiskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;838
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Zipernowsky Károly utca 4. (Szakiskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;923
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Zipernowsky Károly utca 4. (Szakiskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;960
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Zipernowsky Károly utca 4. (Szakiskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;694
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Zipernowsky Károly utca 4. (Szakiskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;937
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Zipernowsky Károly utca 4. (Szakiskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;841
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Bárczi Géza utca 2. (Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;855
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Bárczi Géza utca 2. (Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;844
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Bárczi Géza utca 2. (Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;835
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Bárczi Géza utca 2. (Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;755
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Bárczi Géza utca 2. (Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;715
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Bárczi Géza utca 2. (Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;807
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Pais Dezső utca 1-3. (Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;772
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Pais Dezső utca 1-3. (Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Nem;824
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Pais Dezső utca 1-3. (Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;790
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Pais Dezső utca 1-3. (Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;776
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Pais Dezső utca 1-3. (Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;726
BUDAPEST főváros;Budapest 03. kerület;1039 Budapest 03, Pais Dezső utca 1-3. (Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;798
BUDAPEST főváros;Budapest 03. kerület;1033 Budapest 03, Harrer Pál utca 7. (Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;0
BUDAPEST főváros;Budapest 04. kerület;1048 Budapest 04, Homoktövis utca 100. (Homoktövis Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1200
BUDAPEST főváros;Budapest 04. kerület; Budapest 04, Homoktövis utca 100. (Homoktövis Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1130
BUDAPEST főváros;Budapest 04. kerület; Budapest 04, Homoktövis utca 100. (Homoktövis Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;916
BUDAPEST főváros;Budapest 04. kerület; Budapest 04, Homoktövis utca 100. (Homoktövis Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1224
BUDAPEST főváros;Budapest 04. kerület; Budapest 04, Homoktövis utca 100. (Homoktövis Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1146
BUDAPEST főváros;Budapest 04. kerület;1043 Budapest 04, Bőrfestő utca 5-9. (Csokonai Gimn. és Ált. Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1046
BUDAPEST főváros;Budapest 04. kerület;1046 Budapest 04, Bőrfestő utca 5-9. (Csokonai Gimn. és Ált. Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1066
BUDAPEST főváros;Budapest 04. kerület; Budapest 04, Bőrfestő utca 5-9. (Csokonai Gimn. és Ált. Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1057
BUDAPEST főváros;Budapest 04. kerület;1048 Budapest 04, Tóth Aladár utca 16-18. (Babits Gimnázium);10 ezer lakos feletti település, nem megyei jogú város;Igen;1241
BUDAPEST főváros;Budapest 04. kerület;1048 Budapest 04, Tóth Aladár utca 16-18. (Babits Gimnázium);10 ezer lakos feletti település, nem megyei jogú város;Igen;1155
BUDAPEST főváros;Budapest 04. kerület;1048 Budapest 04, Tóth Aladár utca 16-18. (Babits Gimnázium);10 ezer lakos feletti település, nem megyei jogú város;Igen;1092
BUDAPEST főváros;Budapest 04. kerület;1048 Budapest 04, Hajló utca 2-8. (Karinty Ált. Isk. volt ÁMK);10 ezer lakos feletti település, nem megyei jogú város;Igen;1030
BUDAPEST főváros;Budapest 04. kerület;1048 Budapest 04, Hajló utca 2-8. (Karinty Ált. Isk. volt ÁMK);10 ezer lakos feletti település, nem megyei jogú város;Igen;1115
BUDAPEST főváros;Budapest 04. kerület;1048 Budapest 04, Hajló utca 2-8. (Karinty Ált. Isk. volt ÁMK);10 ezer lakos feletti település, nem megyei jogú város;Igen;1041
BUDAPEST főváros;Budapest 04. kerület;1048 Budapest 04, Hajló utca 2-8. (Karinthy Ált. Isk. volt ÁMK);10 ezer lakos feletti település, nem megyei jogú város;Igen;1087
BUDAPEST főváros;Budapest 04. kerület;1044 Budapest 04, Megyeri út 20. (Megyeri Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1044
BUDAPEST főváros;Budapest 04. kerület;1044 Budapest 04, Megyeri út 20. (Megyeri Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1114
BUDAPEST főváros;Budapest 04. kerület;1044 Budapest 04, Megyeri út 20. (Megyeri Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1088
BUDAPEST főváros;Budapest 04. kerület;1044 Budapest 04, Megyeri út 20. (Megyeri Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1038
BUDAPEST főváros;Budapest 04. kerület;1044 Budapest 04, Megyeri út 20. (Megyeri Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Nem;1017
BUDAPEST főváros;Budapest 04. kerület;1048 Budapest 04, Hajló utca 2-8. (Karinty Ált. Isk. volt ÁMK);10 ezer lakos feletti település, nem megyei jogú város;Igen;1291
BUDAPEST főváros;Budapest 04. kerület;1047 Budapest 04, Fóti út 66. (Angol Nyelvi Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Nem;1038
BUDAPEST főváros;Budapest 04. kerület;1047 Budapest 04, Fóti út 66. (Angol Nyelvi Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1102
BUDAPEST főváros;Budapest 04. kerület;1047 Budapest 04, Fóti út 66. (Angol Nyelvi Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1149
BUDAPEST főváros;Budapest 04. kerület;1047 Budapest 04, Fóti út 66. (Angol Nyelvi Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;989
BUDAPEST főváros;Budapest 04. kerület;1047 Budapest 04, Fóti út 66. (Angol Nyelvi Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1138
BUDAPEST főváros;Budapest 04. kerület;1046 Budapest 04, Bajza József utca 2. (Bajza Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1085
BUDAPEST főváros;Budapest 04. kerület;1047 Budapest 04, Fóti út 66. (Angol Nyelvi. Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1099
BUDAPEST főváros;Budapest 04. kerület;1046 Budapest 04, Bajza József utca 2. (Bajza Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1059
BUDAPEST főváros;Budapest 04. kerület;1046 Budapest 04, Bajza József utca 2. (Bajza Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1232
BUDAPEST főváros;Budapest 04. kerület;1044 Budapest 04, Megyeri út 20. (Megyeri Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Nem;980
BUDAPEST főváros;Budapest 04. kerület;1044 Budapest 04, Megyeri út 20. (Megyeri Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Nem;957
BUDAPEST főváros;Budapest 04. kerület;1047 Budapest 04, Langlet Waldemár utca 3-5. (Bródy Gimnázium);10 ezer lakos feletti település, nem megyei jogú város;Igen;937
BUDAPEST főváros;Budapest 04. kerület;1047 Budapest 04, Langlet Waldemár utca 3-5. (Bródy Gimnázium);10 ezer lakos feletti település, nem megyei jogú város;Igen;1008
BUDAPEST főváros;Budapest 04. kerület;1047 Budapest 04, Langlet Waldemár utca 3-5. (Bródy Gimnázium);10 ezer lakos feletti település, nem megyei jogú város;Igen;1064
BUDAPEST főváros;Budapest 04. kerület;1047 Budapest 04, Langlet Waldemár utca 3-5. (Bródy Gimnázium);10 ezer lakos feletti település, nem megyei jogú város;Igen;1304
BUDAPEST főváros;Budapest 04. kerület;1041 Budapest 04, Lőrinc utca 35-37. (Újpesti Bölcsődék Központja);10 ezer lakos feletti település, nem megyei jogú város;Igen;1403
BUDAPEST főváros;Budapest 04. kerület;1041 Budapest 04, Lőrinc utca 35-37. (Újpesti Bölcsődék Központja);10 ezer lakos feletti település, nem megyei jogú város;Igen;1060
BUDAPEST főváros;Budapest 04. kerület;1041 Budapest 04, Lőrinc utca 35-37. (Pécsi Ének-Zene Ált. Isk.);10 ezer lakos feletti település, nem megyei jogú város;Nem;957
BUDAPEST főváros;Budapest 04. kerület;1041 Budapest 04, Lőrinc utca 35-37. (Pécsi Ének-Zene Ált. Isk.);10 ezer lakos feletti település, nem megyei jogú város;Nem;943
BUDAPEST főváros;Budapest 04. kerület;1046 Budapest 04, Bajza József utca 2. (Bajza Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1045
BUDAPEST főváros;Budapest 04. kerület;1041 Budapest 04, Erzsébet utca 69. (Károlyi Gimn. és Ált. Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;831
BUDAPEST főváros;Budapest 04. kerület;1041 Budapest 04, Erzsébet utca 69. (Károlyi Gimn. és Ált. Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1029
BUDAPEST főváros;Budapest 04. kerület;1041 Budapest 04, Erzsébet utca 69. (Károlyi Gimn. és Ált. Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1035
BUDAPEST főváros;Budapest 04. kerület;1041 Budapest 04, Erzsébet utca 69. (Károlyi Gimn. és Ált. Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1082
BUDAPEST főváros;Budapest 04. kerület;1041 Budapest 04, Szigeti J. u. 1-3. (Szigeti Ált. Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1159
BUDAPEST főváros;Budapest 04. kerület;1041 Budapest 04, Szigeti J. u. 1-3. (Szigeti Ált. Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;945
BUDAPEST főváros;Budapest 04. kerület;1041 Budapest 04, Szigeti J. u. 1-3. (Szigeti Ált. Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;980
BUDAPEST főváros;Budapest 04. kerület;1041 Budapest 04, Szigeti J. u. 1-3. (Szigeti Ált. Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1254
BUDAPEST főváros;Budapest 04. kerület;1041 Budapest 04, Szigeti J. u. 1-3. (Szigeti Ált. Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1170
BUDAPEST főváros;Budapest 04. kerület;1043 Budapest 04, Munkásotthon utca 3. (Bene Ferenc Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1049
BUDAPEST főváros;Budapest 04. kerület;1043 Budapest 04, Munkásotthon utca 3. (Bene Ferenc Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;878
BUDAPEST főváros;Budapest 04. kerület;1043 Budapest 04, Pozsonyi utca 3. (Halassy Olivér Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;876
BUDAPEST főváros;Budapest 04. kerület;1043 Budapest 04, Pozsonyi utca 3. (Halassy Olivér Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;1022
BUDAPEST főváros;Budapest 04. kerület;1043 Budapest 04, Pozsonyi utca 3. (Halassy Olivér Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;1056
BUDAPEST főváros;Budapest 04. kerület;1041 Budapest 04, Erzsébet utca  31. (Lázár Ervin Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1071
BUDAPEST főváros;Budapest 04. kerület;1041 Budapest 04, Erzsébet utca  31. (Lázár Ervin Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;874
BUDAPEST főváros;Budapest 04. kerület;1041 Budapest 04, Erzsébet utca  31. (Lázár Ervin Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1232
BUDAPEST főváros;Budapest 04. kerület;1041 Budapest 04, Erzsébet utca  31. (Lázár Ervin Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;934
BUDAPEST főváros;Budapest 04. kerület;1041 Budapest 04, Erzsébet utca  31. (Lázár Ervin Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1073
BUDAPEST főváros;Budapest 04. kerület;1043 Budapest 04, Pozsonyi utca 3. (Halassy Olivér Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;1185
BUDAPEST főváros;Budapest 04. kerület;1041 Budapest 04, Erzsébet utca  31. (Lázár Ervin Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;980
BUDAPEST főváros;Budapest 04. kerület;1041 Budapest 04, Erzsébet utca  31. (Lázár Ervin Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1332
BUDAPEST főváros;Budapest 04. kerület;1041 Budapest 04, Erzsébet utca  31. (Lázár Ervin Általános Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1107
