"Vármegye","Település","EVK Sorszám","Szavazókör sorszáma","Cím","Típus","Akadálymentesség","Választópolgárok száma"
"PEST vármegye","Tárnok","03","003","2461 Tárnok, 2461 Tárnok Iskola u. 1. - Általános Iskola","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 108"
"PEST vármegye","Tárnok","04","004","2461 Tárnok, 2461 Tárnok, Iskola u. 1. - Általános Iskola","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 008"
"PEST vármegye","Tárnok","05","005","2461 Tárnok, Tárnok, Iskola u. 1. - Általános Iskola","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 065"
"PEST vármegye","Tárnok","06","006","2461 Tárnok, 2461 Tárnok, Iskola u. 1. - Általános Iskola","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 059"
"PEST vármegye","Tárnok","07","007","2461 Tárnok, Tárnok, Dózsa György út 71. - Óvoda","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 068"
"PEST vármegye","Tárnok","08","008","2461 Tárnok, Dózsa György út 71. - Óvoda","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 053"
"PEST vármegye","Telki","","001"," Telki, Muskátli utca 2. (Általános Iskola, Aula)","10 ezer és az alatti lakosú település","Igen","842"
"PEST vármegye","Telki","","002"," Telki, Muskátli utca 2. (Általános Iskola, ebédlő)","10 ezer és az alatti lakosú település","Nem","805"
"PEST vármegye","Telki","","003"," Telki, Muskátli utca 2.(Általános Iskola,11.sz. tanterem)","10 ezer és az alatti lakosú település","Nem","828"
"PEST vármegye","Telki","","004"," Telki, Tengelice utca 3. (Óvoda)","10 ezer és az alatti lakosú település","Igen","914"
"PEST vármegye","Tésa","","001","2636 Tésa, Petőfi u. 2. (Önk. Hiv.)","10 ezer és az alatti lakosú település","Igen","89"
"PEST vármegye","Tinnye","","001","2086 Tinnye, Kossuth Lajos utca 10. (Műv.Ház)","10 ezer és az alatti lakosú település","Igen","800"
"PEST vármegye","Tinnye","","002","2086 Tinnye, Kossuth Lajos utca 10 (Műv.Ház)","10 ezer és az alatti lakosú település","Igen","754"
"PEST vármegye","Tóalmás","","001","2252 Tóalmás, Béke u. 27. (Ált.Isk.)","10 ezer és az alatti lakosú település","Igen","1 157"
"PEST vármegye","Tóalmás","","002","2252 Tóalmás, Rákóczi u. 4.  (Műv.Ház)","10 ezer és az alatti lakosú település","Igen","973"
"PEST vármegye","Tóalmás","","003","2252 Tóalmás, Béke u. 27. (Ált. Isk.)","10 ezer és az alatti lakosú település","Igen","1 147"
"PEST vármegye","Tök","","001"," Tök, Kútvölgy  15. (Művelődési Ház)","10 ezer és az alatti lakosú település","Igen","1 161"
"PEST vármegye","Tököl","01","001","2316 Tököl, Kisfaludy utca 2.(Pesti úti Ált.Iskola - Főbejárat","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 002"
"PEST vármegye","Tököl","02","002","2316 Tököl, Kisfaludy utca 2.(Pesti úti Ált.Iskola-Tornaterem)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 032"
"PEST vármegye","Tököl","03","003","2316 Tököl, Fő utca 49.(Hagyományőrző Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 071"
"PEST vármegye","Tököl","04","004","2316 Tököl, Fő utca 117.(Házasságkötő terem)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 164"
"PEST vármegye","Tököl","05","005","2316 Tököl, Kossuth L.u.66.(Művelődési Központ)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 133"
"PEST vármegye","Tököl","06","006","2316 Tököl, Aradi utca 56.(Aradi úti Ált.Iskola-Főbejárata)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 063"
"PEST vármegye","Tököl","07","007","2316 Tököl, Csépi út 57.(Szivárvány Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 120"
"PEST vármegye","Tököl","08","008","2316 Tököl, Aradi utca 56.(Aradi úti Ált.Iskola-Tornaterem)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 153"
"PEST vármegye","Törökbálint","01","001","2045 Törökbálint, Dózsa György utca 15. (Zimándy Ignác Ált. Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","722"
"PEST vármegye","Törökbálint","01","002","2045 Törökbálint, Dózsa György utca 15. (Zimándy Ignác Ált. Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","652"
"PEST vármegye","Törökbálint","02","003","2045 Törökbálint, Árpád utca 30. (Bóbita Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","767"
"PEST vármegye","Törökbálint","02","004","2045 Törökbálint, Árpád utca 30. (Bóbita Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","724"
"PEST vármegye","Törökbálint","03","005","2045 Törökbálint, Árpád utca 30. (Bóbita Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","729"
"PEST vármegye","Törökbálint","03","006","2045 Törökbálint, Árpád utca 30. (Bóbita Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","733"
"PEST vármegye","Törökbálint","04","007","2045 Törökbálint, Köztársaság tér 8. (Bálint M. Ált. Isk. és Gimn.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","769"
"PEST vármegye","Törökbálint","04","008","2045 Törökbálint, Köztársaság tér 8. (Bálint M. Ált. Isk. és Gimn.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","718"
"PEST vármegye","Törökbálint","05","009","2045 Törökbálint, Árpád utca 30. (Bóbita Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","721"
"PEST vármegye","Törökbálint","05","010","2045 Törökbálint, Árpád utca 30. (Bóbita Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","681"
"PEST vármegye","Törökbálint","06","011","2045 Törökbálint, Dózsa György utca 15. (Zimándy Ignác Ált. Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","782"
"PEST vármegye","Törökbálint","06","012","2045 Törökbálint, Dózsa György utca 15. (Zimándy ignác Ált. Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","593"
"PEST vármegye","Törökbálint","07","013","2045 Törökbálint, Köztársaság tér 8. (Bálint M. Ált. Isk. és Gimn.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","761"
"PEST vármegye","Törökbálint","07","014","2045 Törökbálint, Köztársaság tér 8. (Bálint M. Ált. Isk. és Gimn.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","717"
"PEST vármegye","Törökbálint","08","015","2045 Törökbálint, Köztársaság tér 8. (Bálint M. Ált. Isk. és Gimn.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","715"
"PEST vármegye","Törökbálint","08","016","2045 Törökbálint, Köztársaság tér 8. (Bálint M. Ált. Isk. és Gimn.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","711"
"PEST vármegye","Törtel","","001","2747 Törtel, Törtel, Dózsa Gy. u. 20-22.  (Malom)","10 ezer és az alatti lakosú település","Igen","902"
"PEST vármegye","Törtel","","002","2747 Törtel, Törtel, Dózsa Gy. út 19. (Régi művelődési ház)","10 ezer és az alatti lakosú település","Igen","857"
"PEST vármegye","Törtel","","003","2747 Törtel, Törtel, Kossuth Lajos út 3. (Óvoda)","10 ezer és az alatti lakosú település","Igen","886"
"PEST vármegye","Törtel","","004","2747 Törtel, Törtel, Szent István tér 2. (Sportcsarnok)","10 ezer és az alatti lakosú település","Igen","796"
"PEST vármegye","Tura","","001","2194 Tura, Petőfi S. tér 1. (Házasságkötő terem)","10 ezer és az alatti lakosú település","Igen","1 282"
"PEST vármegye","Tura","","002","2194 Tura, Park u. 38. (Park úti Iskola)","10 ezer és az alatti lakosú település","Igen","1 263"
"PEST vármegye","Tura","","003","2194 Tura, Iskola u. 5. (Iskola úti Iskola)","10 ezer és az alatti lakosú település","Igen","1 215"
"PEST vármegye","Tura","","004","2194 Tura, Hevesy Gy.u.1.(Hevesy Gy.Ált.Iskola)","10 ezer és az alatti lakosú település","Igen","1 222"
"PEST vármegye","Tura","","005","2194 Tura, Hevesy Gy.u.1.(Hevesy Gy.Ált.Iskola)","10 ezer és az alatti lakosú település","Igen","1 288"
"PEST vármegye","Újhartyán","","001"," Újhartyán,  Zrínyi M. u. 1. (Iskola)","10 ezer és az alatti lakosú település","Igen","743"
"PEST vármegye","Újhartyán","","002"," Újhartyán, Béla gödör park 3. (Új óvoda)","10 ezer és az alatti lakosú település","Igen","789"
"PEST vármegye","Újhartyán","","003"," Újhartyán, Cigleher út 1/a (Városi Vízműtelep)","10 ezer és az alatti lakosú település","Nem","818"
"PEST vármegye","Újlengyel","","001","2724 Újlengyel, Kossuth L. u. 69. (Önkormányzati Hivatal)","10 ezer és az alatti lakosú település","Igen","723"
"PEST vármegye","Újlengyel","","002","2724 Újlengyel, Kossuth L. u. 8o. (Általános Iskola)","10 ezer és az alatti lakosú település","Igen","775"
"PEST vármegye","Újszilvás","","001","2768 Újszilvás, Alkotmány utca 73. (Központi Iskola)","10 ezer és az alatti lakosú település","Igen","672"
"PEST vármegye","Újszilvás","","002","2768 Újszilvás, Szent István utca 4. (Faluháza)","10 ezer és az alatti lakosú település","Igen","769"
"PEST vármegye","Újszilvás","","003","2768 Újszilvás, Alkotmány utca 73.  Központi Iskola)","10 ezer és az alatti lakosú település","Igen","741"
"PEST vármegye","Úri","","001","2244 Úri, Széchenyi u. 61. (Óvoda)","10 ezer és az alatti lakosú település","Igen","1 070"
"PEST vármegye","Úri","","002","2244 Úri, Rákóczi u. 31. (PMH)","10 ezer és az alatti lakosú település","Igen","1 066"
"PEST vármegye","Üllő","01","001","2225 Üllő, Malom u. 1. (Árpád Fejedelem Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 284"
"PEST vármegye","Üllő","02","002","2225 Üllő, Pesti út 98. (Napraforgó Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 291"
"PEST vármegye","Üllő","03","003","2225 Üllő, Vasadi u. 1. (Vargha Gyula Városi Könyvtár)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 208"
"PEST vármegye","Üllő","04","004","2225 Üllő, FaIskola u. 17. (Pitypang Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 247"
"PEST vármegye","Üllő","05","005","2225 Üllő,  FaIskola u. 17. (Pitypang Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 220"
"PEST vármegye","Üllő","06","006","2225 Üllő, Pesti út 124. (Civil Központ)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 293"
"PEST vármegye","Üllő","07","007","2225 Üllő, Dóra Sándor krt. 13. (Gyöngyvirág Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 310"
"PEST vármegye","Üllő","08","008","2225 Üllő, Gyöngyvirág tér 1/A. (Volt óvoda épülete)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 241"
"PEST vármegye","Üröm","","001"," Üröm, Ady E. u. 6. (Idősek Klubja)","10 ezer és az alatti lakosú település","Igen","964"
"PEST vármegye","Üröm","","002"," Üröm, Iskola u. 4. (Műv.Ház.)","10 ezer és az alatti lakosú település","Igen","1 411"
"PEST vármegye","Üröm","","003"," Üröm, Iskola u. 3. (Iskola)","10 ezer és az alatti lakosú település","Igen","1 427"
"PEST vármegye","Üröm","","004","2096 Üröm, Ürömi út 14 ( volt élelmiszer bolt)","10 ezer és az alatti lakosú település","Igen","1 479"
"PEST vármegye","Üröm","","005"," Üröm, Fő u. 37.  (Óvoda)","10 ezer és az alatti lakosú település","Igen","1 287"
"PEST vármegye","Valkó","","001"," Valkó, Szabadság u. 45. (Ált. Isk.)","10 ezer és az alatti lakosú település","Nem","1 084"
"PEST vármegye","Valkó","","002"," Valkó, Szabadság u. 45. (Ált. Isk.)","10 ezer és az alatti lakosú település","Igen","925"
"PEST vármegye","Vasad","","001","2211 Vasad, Petőfi S. u. 54. (Könyvtár és Műv. Ház, díszterem)","10 ezer és az alatti lakosú település","Igen","779"
"PEST vármegye","Vasad","","002","2211 Vasad, Petőfi S. u. 54. (Könyvtár és Műv. Ház, tárgyaló)","10 ezer és az alatti lakosú település","Igen","817"
"PEST vármegye","Vác","06","001"," Vác, Deákvári fasor 2. (Család- és Gyermekjóléti Közp.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","650"
"PEST vármegye","Vác","01","002"," Vác, Árpád út 85. (Árpád Fejedelem Ált. Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","919"
"PEST vármegye","Vác","01","003"," Vác, Hársfa utca 4. (Hársfa utcai óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Nem","837"
"PEST vármegye","Vác","01","004"," Vác, Árpád u.85., (Árpád Fejedelem Ált. Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 125"
"PEST vármegye","Vác","02","005"," Vác, Dr.Csányi krt.13. (Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Nem","635"
"PEST vármegye","Vác","02","006"," Vác, Tabán u. 28. (Fogyatékosok Napközi Otthona)","10 ezer lakos feletti település, nem megyei jogú város","Igen","904"
"PEST vármegye","Vác","02","007"," Vác, Báthori u.17., (Juhász Gy. Ált. Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 058"
"PEST vármegye","Vác","03","008"," Vác, Kossuth tér 3., (Pikéthy Tibor Zeneműv. Szki.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","805"
"PEST vármegye","Vác","03","009"," Vác, Budapesti Főút 37., (Katona L. Városi Könyvtár)","10 ezer lakos feletti település, nem megyei jogú város","Igen","860"
"PEST vármegye","Vác","03","010"," Vác, Budapesti Főút 61. (Idősek Klubja)","10 ezer lakos feletti település, nem megyei jogú város","Igen","905"
"PEST vármegye","Vác","04","011"," Vác, Dr.Csányi krt.63., (Madách I. Műv. Közp.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","795"
"PEST vármegye","Vác","04","012"," Vác, Kertész u. 9. (Kertész utcai Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Nem","834"
"PEST vármegye","Vác","05","013"," Vác, Nagymező u. 14., (Földváry K. Ált. Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","839"
"PEST vármegye","Vác","04","014"," Vác, Nagymező u. 14., (Földváry K. Ált. Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","831"
"PEST vármegye","Vác","05","015"," Vác, Nagymező u. 14., (Földváry K. Ált. Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","762"
"PEST vármegye","Vác","05","016"," Vác, Kölcsey u. 4., (Kölcsey utcai Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Nem","773"
"PEST vármegye","Vác","06","017"," Vác, Vám u. 11., (Alsóvárosi Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 061"
"PEST vármegye","Vác","06","018"," Vác, Nagymező u. 14. (Földváry K. Ált. Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 030"
"PEST vármegye","Vác","07","019"," Vác, Naszály út 8., (Király E. Ipari Szakközépiskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 054"
"PEST vármegye","Vác","07","020"," Vác, Naszály út 8. (Király E. Ipari Szakközépiskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","901"
"PEST vármegye","Vác","08","021"," Vác, Bauer M. u.18. (Deákvári R.K.Közösségi Ház)","10 ezer lakos feletti település, nem megyei jogú város","Igen","913"
"PEST vármegye","Vác","08","022"," Vác, Diófa u. 1., (Diófa utcai Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Nem","968"
"PEST vármegye","Vác","09","023"," Vác, Deákvári főtér 5., (Petőfi S. Ált. Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","976"
